palavra,negative,positive
defender,0.485272147562,0.514727852438
defendeu,0.565618304646,0.434381695354
indios,0.295583165163,0.704416834837
prevaleca,0.277447199294,0.722552800706
citou,0.569560845151,0.430439154849
expulso,0.283608746836,0.716391253164
diga,0.397952660638,0.602047339362
patrocinadores,0.469204223875,0.530795776125
collor,0.677245804487,0.322754195513
pressionado,0.629902467168,0.370097532832
intangiveis,0.205850476369,0.794149523631
gratis,0.206070072742,0.793929927258
esteja,0.528914958476,0.471085041524
tragedia,0.744197084252,0.255802915748
corrida,0.443337498915,0.556662501085
provocadas,0.666959556567,0.333040443433
assumir,0.266826952983,0.733173047017
assumiu,0.232764255608,0.767235744392
opcional,0.251874501989,0.748125498011
contaminacao,0.6262021522,0.3737978478
informante,0.556597847061,0.443402152939
retificacoes,0.263265461046,0.736734538954
hartmut,0.262624692955,0.737375307045
spams,0.768872873346,0.231127126654
tipos,0.246056463297,0.753943536703
prescricao,0.704726934988,0.295273065012
rumores,0.668537481798,0.331462518202
princeton,0.172392638419,0.827607361581
progressivo,0.27367577096,0.72632422904
descobrimento,0.648871217279,0.351128782721
obscuro,0.567389093474,0.432610906526
elasticidade,0.156161415274,0.843838584726
adapte,0.20019160321,0.79980839679
ampliados,0.193986732044,0.806013267956
acionamento,0.493527531204,0.506472468796
acronimo,0.279328212213,0.720671787787
aprenderem,0.191018516961,0.808981483039
destacou,0.306753133871,0.693246866129
interrompida,0.452058109582,0.547941890418
seu,0.18502676349,0.81497323651
startup,0.133961125998,0.866038874002
publicidade,0.53799997433,0.46200002567
experimentadas,0.250781839,0.749218161
entusiasmado,0.352134031323,0.647865968677
sindrome,0.628224997968,0.371775002032
falante,0.566820324361,0.433179675639
branson,0.416094540815,0.583905459185
esvaziar,0.329750393207,0.670249606793
verba,0.613087443923,0.386912556077
abusivos,0.736802030956,0.263197969044
verbo,0.58942393992,0.41057606008
rito,0.505028934594,0.494971065406
atraia,0.523608093331,0.476391906669
inseguranca,0.522568095664,0.477431904336
taxacao,0.71032588463,0.28967411537
sucedidos,0.506942414517,0.493057585483
europa,0.336746329345,0.663253670655
estivemos,0.406867356639,0.593132643361
necessario,0.322548052699,0.677451947301
interface,0.167680615574,0.832319384426
necessaria,0.325517143034,0.674482856966
complementar,0.217150471031,0.782849528969
socioambiental,0.204994389468,0.795005610532
gottheil,0.25554911591,0.74445088409
prospects,0.393327034109,0.606672965891
pernambucana,0.258178531566,0.741821468434
rodobens,0.244542130824,0.755457869176
technica,0.268532435131,0.731467564869
pdt,0.662504497163,0.337495502837
irregularmente,0.743050168687,0.256949831313
pdp,0.181994135052,0.818005864948
inerentemente,0.638039319423,0.361960680577
orienta,0.230747536772,0.769252463228
podiam,0.277577077926,0.722422922074
pezao,0.59158705635,0.40841294365
belo,0.239304666249,0.760695333751
celebre,0.474664367082,0.525335632918
imaginar,0.405693976518,0.594306023482
regulamentara,0.670005024719,0.329994975281
bela,0.385503267094,0.614496732906
alinham,0.199021304075,0.800978695925
popularizacao,0.527577839286,0.472422160714
volante,0.678879666382,0.321120333618
premios,0.299809748035,0.700190251965
loas,0.623605102338,0.376394897662
dizer,0.409465369802,0.590534630198
corresponde,0.364821005729,0.635178994271
cruzar,0.601225221548,0.398774778452
atingido,0.30420203259,0.69579796741
holistica,0.170113956579,0.829886043421
recomendar,0.211355518124,0.788644481876
inundacoes,0.599035596531,0.400964403469
devia,0.621797450373,0.378202549627
atingida,0.298417033931,0.701582966069
nega,0.658431102246,0.341568897754
exposta,0.53179259708,0.46820740292
ativismo,0.524084369134,0.475915630866
assedio,0.730020423726,0.269979576274
mina,0.455756504617,0.544243495383
exposto,0.482539459347,0.517460540653
consequente,0.52911258378,0.47088741622
emendou,0.618606142423,0.381393857577
abolir,0.625421647721,0.374578352279
recibo,0.487862417771,0.512137582229
baksaas,0.549902644712,0.450097355288
prisoes,0.778855548496,0.221144451504
acirra,0.634044925063,0.365955074937
funk,0.294396776512,0.705603223488
judicial,0.570678343773,0.429321656227
arquivos,0.303931891228,0.696068108772
impedir,0.494207119844,0.505792880156
errou,0.612260365723,0.387739634277
dominio,0.255845850278,0.744154149722
error,0.515957265957,0.484042734043
forjados,0.749359401579,0.250640598421
ross,0.211815652093,0.788184347907
huffington,0.243486786939,0.756513213061
impactara,0.487338587911,0.512661412089
von,0.249275085559,0.750724914441
motors,0.58586617892,0.41413382108
desvalorizacao,0.543623147258,0.456376852742
vou,0.401063818463,0.598936181537
navais,0.272191266169,0.727808733831
beneficiadas,0.224345118264,0.775654881736
anunciava,0.234883803385,0.765116196615
velozes,0.328956927682,0.671043072318
fomento,0.134935209819,0.865064790181
amo,0.424774883219,0.575225116781
faltando,0.240774634346,0.759225365654
vendas,0.568911660485,0.431088339515
ama,0.608413720773,0.391586279227
desviado,0.711321991691,0.288678008309
contestar,0.528995619917,0.471004380083
obstaculo,0.594218142684,0.405781857316
devolvidos,0.383188575384,0.616811424616
militarizacao,0.712518527804,0.287481472196
weinberg,0.543318934237,0.456681065763
acusacoes,0.59625357456,0.40374642544
continuara,0.534952530135,0.465047469865
recompensar,0.176834538037,0.823165461963
recompensas,0.387102676572,0.612897323428
levels,0.49109290414,0.50890709586
negociados,0.695351485161,0.304648514839
vargas,0.258929938353,0.741070061647
focal,0.330129140285,0.669870859715
euro,0.518130057254,0.481869942746
recorrer,0.650549913694,0.349450086306
brasoftware,0.451952016298,0.548047983702
pedagogico,0.186994650169,0.813005349831
customizada,0.200924620556,0.799075379444
autonomas,0.199722222488,0.800277777512
demitidos,0.710660250469,0.289339749531
recorreu,0.297471428597,0.702528571403
produzida,0.237421415251,0.762578584749
concreta,0.425589842463,0.574410157537
imaginava,0.583042886492,0.416957113508
recorrem,0.320882324583,0.679117675417
oferece,0.12823944371,0.87176055629
nilson,0.261140779995,0.738859220005
ozzie,0.24636280121,0.75363719879
leone,0.240645171784,0.759354828216
corrobora,0.225925868916,0.774074131084
batida,0.650682385174,0.349317614826
salva,0.632764059778,0.367235940222
maravilha,0.361020442238,0.638979557762
sequestrar,0.738918314299,0.261081685701
atualidades,0.254303133237,0.745696866763
viciados,0.572809994787,0.427190005213
atentem,0.655756413523,0.344243586477
regulamentacao,0.653066873587,0.346933126413
aragones,0.333952368159,0.666047631841
privatizacao,0.508745720813,0.491254279187
combinar,0.477050094872,0.522949905128
parente,0.490545518183,0.509454481817
maliciosas,0.752272566935,0.247727433065
mandar,0.291905192707,0.708094807293
passageira,0.430585484667,0.569414515333
ajudam,0.194271935495,0.805728064505
reverter,0.453259887688,0.546740112312
encarregados,0.216473607201,0.783526392799
adulteracao,0.757094193509,0.242905806491
ajudar,0.165487249694,0.834512750306
homeland,0.31170811056,0.68829188944
mandam,0.683669762103,0.316330237897
observando,0.20633092594,0.79366907406
bizubuzu,0.242397306797,0.757602693203
agressivo,0.351629981012,0.648370018988
prolongada,0.691742409541,0.308257590459
voar,0.690888674731,0.309111325269
prolongado,0.728474025779,0.271525974221
tomam,0.556999600863,0.443000399137
globalizado,0.349579964871,0.650420035129
coube,0.514334060443,0.485665939557
neurociencia,0.228698748972,0.771301251028
isolados,0.636757739913,0.363242260087
impunidade,0.709624462502,0.290375537498
clonado,0.679916868329,0.320083131671
impactos,0.42451399605,0.57548600395
causalidade,0.587242634486,0.412757365514
marques,0.407796199631,0.592203800369
continue,0.487054165186,0.512945834814
empreendedorismo,0.126668156763,0.873331843237
armazenado,0.579911378535,0.420088621465
continua,0.333718775884,0.666281224116
ivan,0.527678178373,0.472321821627
continuo,0.269505567605,0.730494432395
crescendo,0.349793835099,0.650206164901
ofuscado,0.270244582368,0.729755417632
desindustrializacao,0.686353833395,0.313646166605
fatias,0.530493231448,0.469506768552
decorrentes,0.542326999704,0.457673000296
aquele,0.563634461952,0.436365538048
devemos,0.209370180704,0.790629819296
hierarquica,0.241181005248,0.758818994752
baloes,0.625567124542,0.374432875458
recuperacao,0.299806505418,0.700193494582
superado,0.249751180369,0.750248819631
hierarquico,0.228909407138,0.771090592862
flexibilizacao,0.639292941315,0.360707058685
preservar,0.240525887568,0.759474112432
aplausos,0.455155868039,0.544844131961
caros,0.452007176698,0.547992823302
consumerizacao,0.601025506013,0.398974493987
ideologia,0.271355495603,0.728644504397
reversibilidade,0.71023683425,0.28976316575
emocional,0.198742216349,0.801257783651
curtidas,0.262981274057,0.737018725943
juvenil,0.582659542154,0.417340457846
amado,0.238569107749,0.761430892251
ciberataque,0.610053535298,0.389946464702
chamando,0.610821025578,0.389178974422
colecao,0.2805848165,0.7194151835
jeito,0.578963971459,0.421036028541
gabaritos,0.263447788243,0.736552211757
inspirado,0.184116342442,0.815883657558
colorado,0.602340642118,0.397659357882
into,0.519728790596,0.480271209404
integral,0.191778960598,0.808221039402
osama,0.701843131567,0.298156868433
integrar,0.238857429682,0.761142570318
terrorista,0.744276050362,0.255723949638
disputado,0.331218710714,0.668781289286
disputada,0.57635814133,0.42364185867
imitacao,0.629507786555,0.370492213445
atrai,0.351717426619,0.648282573381
cancelou,0.336422993788,0.663577006212
carbonico,0.679733224436,0.320266775564
estabelecer,0.485575220741,0.514424779259
conduzindo,0.252392080453,0.747607919547
escolher,0.167267369734,0.832732630266
gases,0.666062399441,0.333937600559
construtivos,0.192099835953,0.807900164047
multicamada,0.233620026539,0.766379973461
tipicamente,0.589855182241,0.410144817759
encaminhou,0.641254058645,0.358745941355
exerceu,0.269967461132,0.730032538868
motriz,0.523778959096,0.476221040904
votar,0.448137185161,0.551862814839
concorrente,0.422380043005,0.577619956995
pronunciar,0.503395655347,0.496604344653
linx,0.513509327983,0.486490672017
ator,0.264758547249,0.735241452751
realista,0.176351980426,0.823648019574
temores,0.565450614883,0.434549385117
retina,0.18571046194,0.81428953806
lins,0.220895940221,0.779104059779
pastor,0.253594524022,0.746405475978
produtivo,0.204238254247,0.795761745753
oscilacoes,0.719513559216,0.280486440784
traumatico,0.398540428018,0.601459571982
invasoes,0.784033298437,0.215966701563
zika,0.757510016903,0.242489983097
difundido,0.385178624204,0.614821375796
libano,0.372555550295,0.627444449705
mensuravel,0.210884149897,0.789115850103
estatisticamente,0.224487650774,0.775512349226
cio,0.196437253605,0.803562746395
localizou,0.369045665462,0.630954334538
us,0.24835215986,0.75164784014
um,0.19756400804,0.80243599196
ui,0.568961629156,0.431038370844
aprendendo,0.30769423334,0.69230576666
coerente,0.216845165834,0.783154834166
ue,0.343295502098,0.656704497902
resistente,0.438512242594,0.561487757406
genial,0.239917261178,0.760082738822
acionado,0.652390730081,0.347609269919
paciente,0.397209022653,0.602790977347
acionada,0.663869358454,0.336130641546
evolucoes,0.198697649901,0.801302350099
europeia,0.314055970648,0.685944029352
diverso,0.257063424911,0.742936575089
recair,0.653252740831,0.346747259169
quilos,0.648367128072,0.351632871928
rompimento,0.73848208239,0.26151791761
temos,0.179467590607,0.820532409393
secundario,0.253253054567,0.746746945433
tipificacao,0.657961640063,0.342038359937
pagamento,0.612469497075,0.387530502925
relacionadas,0.270869197348,0.729130802652
lucia,0.251940961414,0.748059038586
ativar,0.248702639252,0.751297360748
proativamente,0.228375314747,0.771624685253
decepcionantes,0.280979906596,0.719020093404
patrocinou,0.620270276091,0.379729723909
incompleta,0.695906901404,0.304093098596
acostumaram,0.240451256629,0.759548743371
inercia,0.638794139256,0.361205860744
ustr,0.661438183631,0.338561816369
baseie,0.633361922689,0.366638077311
terremoto,0.723329049221,0.276670950779
resistencias,0.709662332652,0.290337667348
escalonado,0.673820050869,0.326179949131
aspiracao,0.292948406748,0.707051593252
paridade,0.254064730953,0.745935269047
preferencias,0.139431366578,0.860568633422
palpite,0.446958784022,0.553041215978
ininterrupto,0.231156435402,0.768843564598
agu,0.52875262085,0.47124737915
enquadra,0.601561386149,0.398438613851
apostou,0.527752317873,0.472247682127
dissipacao,0.258936161076,0.741063838924
ataque,0.659694136991,0.340305863009
dimensionamento,0.592413839177,0.407586160823
capacitado,0.180362888326,0.819637111674
anonimato,0.496475004173,0.503524995827
gordura,0.677260219495,0.322739780505
presuncao,0.674673498583,0.325326501417
incoerente,0.636418003198,0.363581996802
inspecoes,0.315384530222,0.684615469778
convenientes,0.534879962893,0.465120037107
hoteleiro,0.503482392192,0.496517607808
riquezas,0.714857515384,0.285142484616
agressividade,0.596542097931,0.403457902069
unificar,0.307296170736,0.692703829264
reajustado,0.580930738729,0.419069261271
acidentais,0.731961742384,0.268038257616
estudamos,0.522575178255,0.477424821745
atento,0.388326074856,0.611673925144
idosos,0.671982432176,0.328017567824
atente,0.566834542159,0.433165457841
incentivos,0.21317207311,0.78682792689
lembrou,0.391363254464,0.608636745536
tortura,0.503015064731,0.496984935269
manari,0.599342099299,0.400657900701
jeitinho,0.273380597185,0.726619402815
suscetiveis,0.774274161133,0.225725838867
continuem,0.593831628077,0.406168371923
wipo,0.252610686758,0.747389313242
bonitas,0.6018393895,0.3981606105
apreciada,0.286867628926,0.713132371074
alunos,0.162291959305,0.837708040695
magia,0.446985111817,0.553014888183
evo,0.664720554705,0.335279445295
tra,0.728664358318,0.271335641682
roubar,0.537364329176,0.462635670824
roubam,0.739272705467,0.260727294533
constitucionalidade,0.642630137493,0.357369862507
beneficiarios,0.237522475953,0.762477524047
gvt,0.187994613399,0.812005386601
presidida,0.258985921244,0.741014078756
alia,0.338341014346,0.661658985654
dificultada,0.64306711929,0.35693288071
nivelamento,0.577139372708,0.422860627292
reciclagem,0.242859836396,0.757140163604
tomemos,0.255349977748,0.744650022252
implacavel,0.610007032331,0.389992967669
inflexao,0.575077680182,0.424922319818
pieracciani,0.189699584066,0.810300415934
certame,0.26254798941,0.73745201059
ilusoes,0.646612907855,0.353387092145
privilegio,0.293923230736,0.706076769264
gastando,0.559717738196,0.440282261804
privilegia,0.628884669874,0.371115330126
salvando,0.302197649687,0.697802350313
tentaria,0.429901196884,0.570098803116
incendios,0.779356219989,0.220643780011
firme,0.243951847444,0.756048152556
urso,0.264421647076,0.735578352924
cartorio,0.353887949426,0.646112050574
parana,0.253007550947,0.746992449053
led,0.461006948276,0.538993051724
colaborar,0.158441012366,0.841558987634
poderei,0.559595002833,0.440404997167
sustentacao,0.118369349223,0.881630650777
credito,0.463159447901,0.536840552099
ler,0.589246204331,0.410753795669
aspiracoes,0.201037937777,0.798962062223
acatar,0.631582978333,0.368417021667
disparidade,0.590282803143,0.409717196857
atrair,0.31340463333,0.68659536667
combinado,0.537475745337,0.462524254663
rdv,0.685035448392,0.314964551608
punido,0.36666384637,0.63333615363
profundo,0.161041739798,0.838958260202
survey,0.525185755277,0.474814244723
profunda,0.530060586793,0.469939413207
causar,0.699748761864,0.300251238136
tipico,0.228810352746,0.771189647254
taiuanesa,0.593981399305,0.406018600695
optasse,0.263407766687,0.736592233313
removerem,0.660093781556,0.339906218444
doencas,0.538494325386,0.461505674614
esquecidas,0.471641213977,0.528358786023
estacionamento,0.278707459569,0.721292540431
causal,0.586007225431,0.413992774569
menino,0.597984988144,0.402015011856
abusivas,0.512276572818,0.487723427182
sonegacao,0.747570604735,0.252429395265
odontologica,0.581658616939,0.418341383061
proprietarios,0.625324548812,0.374675451188
odontologico,0.246573030791,0.753426969209
devops,0.153203425551,0.846796574449
coordena,0.186110414847,0.813889585153
pavilhoes,0.252163587957,0.747836412043
emaranhado,0.605761572921,0.394238427079
pfa,0.178316910331,0.821683089669
salvos,0.631558069196,0.368441930804
turbulencias,0.497983833644,0.502016166356
patrocinado,0.276004376038,0.723995623962
espalhado,0.667587184074,0.332412815926
netscape,0.48474026898,0.51525973102
aproveitado,0.191505128791,0.808494871209
travado,0.455547643236,0.544452356764
corretos,0.179104812162,0.820895187838
this,0.232729384436,0.767270615564
sabu,0.558291369184,0.441708630816
perguntei,0.421089997496,0.578910002504
pouquinho,0.237785255692,0.762214744308
sabi,0.553491077779,0.446508922221
aplicaria,0.318677211698,0.681322788302
insiste,0.630602839244,0.369397160756
cliente,0.137062629193,0.862937370807
opor,0.495261235181,0.504738764819
nativo,0.171105223749,0.828894776251
atraiam,0.161002517344,0.838997482656
juros,0.480657795678,0.519342204322
bens,0.631099936678,0.368900063322
resolvendo,0.646248449511,0.353751550489
semelhancas,0.651473825702,0.348526174298
ferrovias,0.681172858701,0.318827141299
slim,0.236095404536,0.763904595464
rode,0.238070903286,0.761929096714
lema,0.214048121037,0.785951878963
desalinhamento,0.61571033448,0.38428966552
responsabilizar,0.632343369245,0.367656630755
extraida,0.616921974755,0.383078025245
formspring,0.593484434788,0.406515565212
reynolds,0.2064563443,0.7935436557
travada,0.488121029773,0.511878970227
malware,0.568681922912,0.431318077088
afetado,0.497576987126,0.502423012874
estudar,0.196806826657,0.803193173343
despachar,0.618680037376,0.381319962624
afetada,0.68908941625,0.31091058375
pergunto,0.59790611626,0.40209388374
nacionalizacao,0.402339342979,0.597660657021
animal,0.24459943815,0.75540056185
capacidade,0.151342269156,0.848657730844
pergunte,0.577318969128,0.422681030872
pergunta,0.418191374302,0.581808625698
pretexto,0.719875647037,0.280124352963
procurei,0.269853674386,0.730146325614
bnds,0.345633278434,0.654366721566
singular,0.254371716019,0.745628283981
reservadas,0.594240788755,0.405759211245
precario,0.645111415877,0.354888584123
souberam,0.274298318991,0.725701681009
houve,0.657962995187,0.342037004813
notebook,0.25925243691,0.74074756309
partidos,0.612018081278,0.387981918722
guaratiba,0.682857294474,0.317142705526
representando,0.572215305332,0.427784694668
anunciantes,0.603352280167,0.396647719833
aliados,0.278055349928,0.721944650072
estrangular,0.670393264863,0.329606735137
processos,0.445183588478,0.554816411522
isso,0.403481182947,0.596518817053
harmonizar,0.198873983367,0.801126016633
serrano,0.272727095628,0.727272904372
animar,0.267248657824,0.732751342176
inconstitucional,0.724105185472,0.275894814528
estevao,0.525840931268,0.474159068732
borda,0.571723560809,0.428276439191
arrastar,0.579852163305,0.420147836695
curto,0.388024004449,0.611975995551
distribuidores,0.503648493353,0.496351506647
esclarecida,0.631317860257,0.368682139743
esclarecido,0.628894312631,0.371105687369
condicionantes,0.583667675859,0.416332324141
volto,0.572921105646,0.427078894354
expressaio,0.638076006403,0.361923993597
cloudability,0.133515689699,0.866484310301
encurta,0.453340482426,0.546659517574
contornado,0.638894152424,0.361105847576
facanha,0.440402940509,0.559597059491
jetsons,0.381883706278,0.618116293722
ganhos,0.209617013642,0.790382986358
ganhou,0.359577670548,0.640422329452
desnecessariamente,0.599877786591,0.400122213409
contornada,0.653858538642,0.346141461358
fortaleza,0.305412257702,0.694587742298
visiveis,0.538743674745,0.461256325255
contratempos,0.742094431618,0.257905568382
alegado,0.491484708141,0.508515291859
hobby,0.426784783756,0.573215216244
nobre,0.262662812357,0.737337187643
empatia,0.188849610202,0.811150389798
2012,0.223063634984,0.776936365016
nada,0.595363724344,0.404636275656
confiavel,0.261470732865,0.738529267135
divergente,0.613598934257,0.386401065743
prevision,0.383685988569,0.616314011431
newman,0.521194359526,0.478805640474
dock,0.396534042192,0.603465957808
doce,0.27230706925,0.72769293075
importante,0.28073817887,0.71926182113
flutuacao,0.628506529376,0.371493470624
zerado,0.676304337151,0.323695662849
amorim,0.462458816835,0.537541183165
atingiram,0.255680004552,0.744319995448
kpi,0.216794226856,0.783205773144
adaptavel,0.307609876,0.692390124
salvem,0.474402468448,0.525597531552
coletada,0.267089324112,0.732910675888
cancelamentos,0.283805269532,0.716194730468
disseminar,0.211722443939,0.788277556061
tente,0.420894754147,0.579105245853
meta,0.185508150184,0.814491849816
tenta,0.393554389773,0.606445610227
notoriedade,0.413823288821,0.586176711179
agricultura,0.544144172907,0.455855827093
banal,0.596237253514,0.403762746486
tento,0.553483242003,0.446516757997
cinzenta,0.442367373096,0.557632626904
escalonamento,0.20903251373,0.79096748627
rejuvenescer,0.245770348557,0.754229651443
questionavel,0.615710227876,0.384289772124
acordado,0.398472114654,0.601527885346
ayala,0.591859221447,0.408140778553
simplicidade,0.139456000229,0.860543999771
carencia,0.618266411739,0.381733588261
reflexoes,0.495327909174,0.504672090826
executado,0.2366421517,0.7633578483
pucrs,0.605177616657,0.394822383343
aprimorado,0.129659438853,0.870340561147
aprimorada,0.487721022583,0.512278977417
executada,0.262472569966,0.737527430034
pensarmos,0.51517232825,0.48482767175
reaver,0.714098267666,0.285901732334
brwikiedits,0.457726650631,0.542273349369
formos,0.58827802789,0.41172197211
aceita,0.255337643062,0.744662356938
perplexidade,0.472460111686,0.527539888314
precarias,0.663173779064,0.336826220936
calheiros,0.630997795829,0.369002204171
premio,0.137531966906,0.862468033094
vivenciando,0.369282411374,0.630717588626
cuidado,0.262538532834,0.737461467166
justificativas,0.348152188273,0.651847811727
sudoeste,0.676213099697,0.323786900303
abradisti,0.564301200883,0.435698799117
suportar,0.166283140871,0.833716859129
capitalistas,0.440235386669,0.559764613331
letal,0.727650339407,0.272349660593
deducoes,0.598738111673,0.401261888327
456,0.260578819056,0.739421180944
jurista,0.279529637135,0.720470362865
receptividade,0.195707395077,0.804292604923
melhora,0.349437573251,0.650562426749
isolar,0.669226583018,0.330773416982
convida,0.229132969856,0.770867030144
grugq,0.720550894654,0.279449105346
legislativa,0.636607370836,0.363392629164
irreversivel,0.545631251707,0.454368748293
legislativo,0.314923057294,0.685076942706
backdoor,0.565132836297,0.434867163703
inteligencia,0.192657454786,0.807342545214
cerco,0.753792701136,0.246207298864
privilegiar,0.434833634913,0.565166365087
ares,0.608246320736,0.391753679264
cedidas,0.620505854158,0.379494145842
insustentavel,0.601245460045,0.398754539955
descomplicado,0.381009072555,0.618990927445
sorteados,0.650983256348,0.349016743652
despertar,0.545160398647,0.454839601353
desenhamos,0.173076292953,0.826923707047
esbarrou,0.692782840763,0.307217159237
contata,0.675329773498,0.324670226502
elito,0.284232862683,0.715767137317
45o,0.649664292654,0.350335707346
adaptaveis,0.430830895337,0.569169104663
demonstracao,0.535417096933,0.464582903067
criminoso,0.526854589757,0.473145410243
ioactive,0.642976041326,0.357023958674
protocolado,0.643463492756,0.356536507244
reaproveitamento,0.691662353701,0.308337646299
roberto,0.216104378032,0.783895621968
criminosa,0.762091328955,0.237908671045
confinamento,0.453585308917,0.546414691083
hidrica,0.696673157914,0.303326842086
infectados,0.770318660423,0.229681339577
associar,0.231593365767,0.768406634233
gays,0.494730288454,0.505269711546
logico,0.193717752183,0.806282247817
robos,0.596905935854,0.403094064146
imoveis,0.625219209565,0.374780790435
visualizarem,0.254522041487,0.745477958513
hashtags,0.582125760676,0.417874239324
falso,0.698480960124,0.301519039876
pior,0.661731440462,0.338268559538
crivel,0.24387874157,0.75612125843
corrigindo,0.29758855976,0.70241144024
finlandesa,0.25105395278,0.74894604722
impedido,0.478271308568,0.521728691432
pensou,0.419664716378,0.580335283622
campeao,0.27748096962,0.72251903038
retirou,0.645232743944,0.354767256056
quebras,0.545982425289,0.454017574711
quebrar,0.642499378891,0.357500621109
tacito,0.237151447939,0.762848552061
quebram,0.643090915914,0.356909084086
obsoletas,0.640858193702,0.359141806298
evasao,0.683442927706,0.316557072294
soar,0.455556482188,0.544443517812
teria,0.654883378811,0.345116621189
certforum,0.559524694128,0.440475305872
camiseta,0.419165184813,0.580834815187
avanco,0.234387580881,0.765612419119
substituicao,0.331871505713,0.668128494287
recrutar,0.294357645284,0.705642354716
estrategico,0.113673417968,0.886326582032
estrategica,0.227023903062,0.772976096938
competitividade,0.163463387317,0.836536612683
segurar,0.469647429422,0.530352570578
desabilitar,0.464249196957,0.535750803043
faco,0.42408174455,0.57591825545
grampos,0.623788124893,0.376211875107
conviccao,0.237198747636,0.762801252364
ascom,0.6236614191,0.3763385809
faca,0.491037773035,0.508962226965
especialidade,0.241355866699,0.758644133301
face,0.59501045435,0.40498954565
fiasco,0.606663233779,0.393336766221
atribuida,0.653101268224,0.346898731776
acostuma,0.581703304211,0.418296695789
autentico,0.380490127686,0.619509872314
nutrir,0.162631906648,0.837368093352
aptidao,0.514075882161,0.485924117839
condutas,0.585268973901,0.414731026099
desempenhar,0.210721589174,0.789278410826
maravilhosa,0.505364483519,0.494635516481
preconceitos,0.595988533963,0.404011466037
acirrado,0.511544206879,0.488455793121
decada,0.612101830182,0.387898169818
trivial,0.572484147872,0.427515852128
reconhecidos,0.185200467298,0.814799532702
principal,0.178056663615,0.821943336385
psts,0.689320818736,0.310679181264
perseguem,0.563776384966,0.436223615034
jay,0.26425175908,0.73574824092
inibiu,0.623919315497,0.376080684503
varejistas,0.193494765024,0.806505234976
terminar,0.618101824357,0.381898175643
inibir,0.611640822351,0.388359177649
jan,0.624439457018,0.375560542982
irrisorio,0.536899669215,0.463100330785
tudo,0.23547454412,0.76452545588
heitor,0.621930041303,0.378069958697
reposicionar,0.189736869242,0.810263130758
ciberguerra,0.684164296204,0.315835703796
familiar,0.51387389452,0.48612610548
accel,0.210592555468,0.789407444532
impeachment,0.51948049759,0.48051950241
fugindo,0.601900680739,0.398099319261
focado,0.12502404393,0.87497595607
autos,0.729949371591,0.270050628409
infravermelho,0.653597990052,0.346402009948
funcao,0.589615190783,0.410384809217
galvao,0.25016100721,0.74983899279
determinante,0.343769394306,0.656230605694
decepcionado,0.42701265033,0.57298734967
amadurece,0.386992106935,0.613007893065
occupy,0.593261017624,0.406738982376
mineirao,0.297047329701,0.702952670299
adaptativo,0.170367750888,0.829632249112
perdido,0.475379217665,0.524620782335
adaptativa,0.334009221346,0.665990778654
contidas,0.288204941481,0.711795058519
edition,0.181762385709,0.818237614291
btg,0.259998245785,0.740001754215
posso,0.359107319695,0.640892680305
aracaju,0.430765700189,0.569234299811
subordinado,0.611750178026,0.388249821974
identificar,0.588790492975,0.411209507025
nuclear,0.550665759715,0.449334240285
empreendedora,0.342325855244,0.657674144756
injustica,0.649158105744,0.350841894256
destino,0.334482174515,0.665517825485
confirmar,0.300920563989,0.699079436011
inviolabilidade,0.444759817585,0.555240182415
ocasionar,0.735573730569,0.264426269431
unisinos,0.263322045973,0.736677954027
atencao,0.22565766733,0.77434233267
aguentar,0.675679110465,0.324320889535
necessidades,0.235841612478,0.764158387522
explosivo,0.608511722369,0.391488277631
tentei,0.565337978778,0.434662021222
ambiental,0.243196661874,0.756803338126
tentem,0.726563863771,0.273436136229
rastreamento,0.672617219007,0.327382780993
descreve,0.19387370735,0.80612629265
trilho,0.627920755727,0.372079244273
arrecadacao,0.634779107806,0.365220892194
negando,0.666342747264,0.333657252736
marty,0.2478997468,0.7521002532
abusos,0.762144809726,0.237855190274
inconsistente,0.603373984289,0.396626015711
hacktivistas,0.742408285232,0.257591714768
constatado,0.679291074891,0.320708925109
constatada,0.712052749135,0.287947250865
barras,0.419839734871,0.580160265129
corregedora,0.349520376764,0.650479623236
poluentes,0.716579558776,0.283420441224
marta,0.282232492187,0.717767507813
incessante,0.619602845216,0.380397154784
etl,0.488320699267,0.511679300733
desencadeada,0.674021682444,0.325978317556
redundancia,0.432416207941,0.567583792059
absorvido,0.260952609126,0.739047390874
ch,0.274648398995,0.725351601005
cb,0.215896504055,0.784103495945
modelos,0.45005527393,0.54994472607
desencadeado,0.688657895177,0.311342104823
aacd,0.523570794891,0.476429205109
lancada,0.20393569548,0.79606430452
heloisa,0.510024589391,0.489975410609
frustrando,0.608789816216,0.391210183784
lancado,0.176786123259,0.823213876741
ventilacao,0.688831393644,0.311168606356
aplicabilidade,0.229187892035,0.770812107965
quotas,0.373403903472,0.626596096528
ganhara,0.172837094462,0.827162905538
diferenca,0.276451213292,0.723548786708
kahn,0.545194429594,0.454805570406
complexidades,0.573401866562,0.426598133438
hawking,0.259879219001,0.740120780999
feliz,0.37295618614,0.62704381386
acerte,0.230401635142,0.769598364858
extensivel,0.258220679261,0.741779320739
verdadeiras,0.331414843914,0.668585156086
furia,0.703395139015,0.296604860985
cadastrar,0.229514950777,0.770485049223
gostaram,0.251553716944,0.748446283056
criminalmente,0.727739894539,0.272260105461
