LUCRO,7.64,1.86,5.48,3.07
LUSTRE,5.65,1.80,2.58,1.92
LUTA,5.66,2.81,5.51,2.53
LUTO,1.70,1.39,5.32,3.15
LUXO,6.82,1.90,4.65,2.72
LUXÚRIA,4.15,2.48,4.71,2.92
LUZ,7.96,1.64,4.25,3.02
MACHUCADO,2.38,1.75,5.65,2.90
MACIO,7.74,1.79,4.08,3.09
MÃE,8.75,1.14,3.31,3.20
MÁGICO,7.38,1.83,4.54,2.91
MAGOAR,1.88,1.55,5.94,3.20
MAL,1.58,1.20,6.10,3.04
MALÁRIA,2.12,1.60,5.00,3.16
MALCHEIROSO,1.80,1.34,4.89,3.04
MALÍCIA,4.47,2.59,4.43,2.89
MALUCO,4.31,2.66,5.46,2.57
MALVADO,2.09,1.78,5.77,2.91
MAMILO,5.51,1.37,4.18,2.58
MANEIRA,5.85,1.74,3.62,2.26
MANÍACO,1.95,1.74,6.24,3.03
MANSO,6.73,2.02,2.96,2.25
MANTEIGA,5.68,2.11,3.25,2.30
MÃO,6.88,2.07,2.95,2.42
MÁQUINA,5.61,1.77,3.96,2.50
MARAVILHA,6.80,2.37,3.72,2.83
MAREADO,4.78,1.48,3.35,2.22
MARICAS,4.23,1.87,3.26,2.26
MARTELO,5.04,1.55,3.30,2.24
MASSA,7.13,2.18,2.99,2.46
MASSACRE,1.31,0.92,5.94,3.26
MASTIGAR,6.62,2.01,3.35,2.50
MASTURBAR,5.60,2.28,5.21,2.87
MATADOR,1.49,1.11,6.69,3.21
MATERIAL,6.07,1.85,3.37,2.06
MEDO,2.13,1.77,6.36,3.05
MEL,7.28,2.15,3.48,2.70
MELHORAR,8.21,1.55,4.58,3.02
MELODIA,7.73,1.66,4.51,3.22
MEMÓRIA,6.36,2.33,4.43,2.75
MEMÓRIAS,6.96,2.43,5.14,2.98
MENINA,7.10,1.77,3.26,2.54
MENINO,7.36,1.81,4.77,2.75
MENOSPREZADO,2.03,1.89,6.05,3.15
MENSAGEIRO,6.05,1.58,3.97,2.21
MENTE,7.03,2.01,3.91,2.85
MENTIRA,1.35,0.97,6.28,3.07
MERCADO,6.59,2.20,4.12,2.70
MERETRIZ,3.82,1.91,3.52,2.41
MERGULHADOR,5.71,2.04,3.79,2.75
MÊS,6.11,1.90,3.90,2.51
MESA,6.18,1.50,2.75,2.00
METAL,5.15,1.32,3.17,2.04
MÉTODO,6.06,2.13,3.83,2.59
MILAGRE,7.95,1.71,4.99,3.26
MILIONÁRIO,6.55,2.23,4.19,2.83
MISÉRIA,1.21,1.07,5.89,3.22
MÍSTICO,6.60,2.33,3.44,2.63
MOBILIDADE,6.17,1.75,4.06,2.59
MODESTO,6.79,1.92,3.08,2.23
MOEDA,6.76,2.07,4.10,2.79
MOFO,2.48,1.98,4.64,2.89
MOINHO,5.45,1.16,3.44,2.18
MOLDE,5.21,1.79,3.48,2.32
MOMENTO,7.09,1.90,4.57,2.84
MONTANHA,7.13,2.03,3.72,2.78
MORAL,6.72,2.07,3.45,2.43
MÓRBIDO,2.07,1.69,5.24,2.99
MORTE,1.40,1.04,6.18,3.14
MORTO,2.01,1.82,5.11,3.22
MOSQUITO,2.09,1.71,5.60,3.10
MOTIM,3.77,2.25,4.40,2.88
MOTOR,5.09,1.82,3.96,2.35
MUCO,5.43,2.35,3.35,1.98
MULETA,2.81,1.94,4.75,2.77
MULHER,6.57,1.90,3.89,2.60
MUNDO,6.17,2.65,5.01,2.92
MUSCULAR,6.99,2.55,4.54,3.27
MUSEU,6.01,2.01,3.00,2.13
MÚSICA,5.18,3.70,5.73,3.31
MUTAÇÃO,4.53,2.26,4.40,2.75
MUTILAR,4.66,3.57,5.46,3.33
NADADOR,6.38,2.16,3.49,2.82
NAMORADA,7.59,2.09,4.89,3.28
NARCÓTICO,2.77,2.02,4.94,2.94
NASCIMENTO,8.31,1.23,4.29,3.30
NATAL,8.06,1.98,3.69,3.11
NATURAL,4.97,3.36,4.76,3.16
NATUREZA,8.58,1.09,3.25,3.03
NÁUSEA,3.95,2.72,4.78,2.77
NAVALHA,2.64,1.81,5.00,3.24
NAVIO,6.55,2.16,3.68,2.72
NECROTÉRIO,2.10,2.07,5.75,3.15
NÉCTAR,4.66,3.08,5.41,3.25
NEGLIGÊNCIA,2.40,1.80,5.78,2.85
NERVOSO,4.21,3.04,5.33,3.05
NEURÓTICO,2.49,1.65,6.10,2.98
NEVE,6.93,2.27,5.19,2.91
NÓ,3.90,1.79,4.76,2.77
NOIVA,6.84,1.90,5.31,2.78
NOME,7.50,1.98,3.53,2.79
NOTÍCIA,6.49,1.77,4.93,2.62
NOVO,7.96,1.31,4.94,2.94
NU,7.14,1.65,4.49,2.88
NUBLADO,3.91,2.06,3.73,2.53
NUTRIR,6.42,2.36,4.90,2.72
NUVEM,6.67,2.07,2.70,2.16
OBEDECER,4.55,2.46,4.20,2.62
OBESIDADE,2.14,1.99,5.55,3.30
OBSCENO,3.89,1.98,4.09,2.77
OBSESSÃO,3.00,2.07,5.19,2.86
OBSTRUIR,2.64,1.78,5.29,3.00
OCEANO,7.77,1.81,3.58,2.93
ÓDIO,2.86,2.16,4.76,3.05
OFENDER,1.78,1.48,6.23,3.14
OFUSCAR,4.51,2.04,4.14,2.47
ÔNIBUS,4.18,2.39,4.58,2.91
ONIPOTENTE,5.80,2.63,4.76,2.81
OPÇÃO,6.27,1.85,5.18,2.86
OPINIÃO,6.78,2.09,5.21,2.60
ORGASMO,7.92,1.65,4.37,3.39
ORGULHO,6.38,2.45,4.55,2.88
ORGULHOSO,5.63,2.94,4.85,2.90
ORQUESTRA,7.13,1.92,4.77,2.88
OTIMISMO,8.41,1.26,4.13,3.01
OURO,6.99,2.15,4.25,2.91
OUSADO,6.57,1.93,4.38,2.59
OUTONO,5.95,2.33,4.35,2.65
OVO,6.12,1.80,2.78,2.19
PACIENTE,5.96,2.64,4.06,2.77
PADRE,5.29,2.21,2.70,2.33
PAI,8.08,2.28,5.55,3.29
PAÍS,5.80,2.56,4.53,2.76
PAIXÃO,6.34,2.71,5.27,3.30
PALÁCIO,6.28,2.05,3.60,2.45
PANFLETO,6.28,2.30,3.45,2.62
PÂNICO,2.14,1.85,6.70,3.06
PANQUECA,6.88,1.97,4.03,2.75
PÂNTANO,4.15,2.03,4.33,2.70
PAPEL,7.29,2.08,3.85,2.93
PAQUERAR,7.99,1.51,4.45,3.06
PARAÍSO,7.07,2.10,4.79,3.23
PARALISIA,1.86,1.69,5.77,3.24
PARTE,6.43,2.17,3.32,2.44
PASSAGEM,5.00,2.52,4.01,2.77
PÁSSARO,7.11,2.06,4.06,2.76
PATENTE,4.77,1.91,3.23,2.41
PATRIOTA,6.21,1.97,3.70,2.70
PAZ,8.64,1.14,3.71,3.50
PAZINHA,4.41,1.73,3.76,2.47
PÉ,5.99,2.40,2.91,2.48
PECADO,3.29,2.14,4.23,2.82
PECAMINOSO,3.43,2.09,4.72,2.74
PEÇONHA,4.67,2.28,4.33,2.56
PEDINTE,3.23,2.11,4.85,2.58
PEITO,6.22,1.75,4.91,2.61
PEIXE,6.45,2.32,3.14,2.33
PELADO,4.72,2.35,4.73,2.69
PÊLO,4.29,1.80,3.65,2.30
PENALIDADE,5.43,2.61,4.86,2.87
PENHASCO,3.43,2.22,5.21,3.08
PÊNIS,6.85,1.78,5.03,2.89
PENITENTE,4.06,1.88,4.01,2.55
PENSAMENTO,4.88,3.09,5.00,2.82
PENSATIVO,5.99,2.23,4.36,2.75
PERDEDOR,4.22,3.02,5.54,2.97
PERDIDO,2.93,1.67,5.17,2.55
PERFEIÇÃO,6.85,2.30,4.87,2.84
PERFUME,8.20,1.24,4.33,3.31
PERIGO,2.56,2.06,6.74,2.47
PERSEGUIR,3.46,2.26,5.50,2.63
PERTURBADO,2.49,1.57,6.01,2.71
PERTURBAR,2.32,1.58,5.35,2.96
PERVERTIDO,3.35,2.32,5.09,2.72
PESADELO,2.11,1.88,5.92,3.11
PESAR,3.41,2.40,4.78,2.60
PESSOA,7.85,1.61,4.46,2.98
PESTE,2.17,1.67,5.43,2.84
PIADA,8.14,1.30,4.45,3.07
PICADA,2.58,1.53,5.12,2.53
PIEDADE,5.82,2.21,4.08,2.53
PINTAR,7.26,1.88,3.68,2.80
PIOLHO,2.08,1.52,5.08,3.17
PISCAR,6.38,1.86,3.26,2.38
PISTOLA,2.18,1.82,5.83,3.03
PIZZA,8.35,1.18,4.16,3.30
PLANÍCIE,6.24,1.95,3.17,2.43
PLANO,7.11,1.91,4.96,2.75
PLANTA,7.83,1.53,3.22,2.74
POBREZA,1.41,1.18,5.83,2.79
PODER,5.53,2.58,5.39,2.63
PODEROSO,6.09,2.17,4.88,2.64
PODRE,1.81,1.58,5.10,3.05
POENTE,6.75,2.08,3.23,2.37
POESIA,7.66,1.74,3.13,2.76
POLUIR,1.51,1.14,6.05,2.91
POMBA,6.04,2.37,2.97,2.25
PORÃO,3.86,1.91,4.22,2.60
PORCO,4.29,1.94,3.60,2.45
PORTA,5.92,1.95,3.97,2.49
PÔSTER,6.05,2.12,3.51,2.34
POVO,6.22,2.27,4.87,2.46
PRADARIA,5.77,1.98,3.51,2.43
PRAIA,8.29,1.43,4.64,3.58
PRANTO,2.52,2.01,5.49,2.71
PRAZER,8.65,1.05,5.29,3.63
PREGUIÇOSO,3.66,2.31,4.14,2.65
PREJUDICADO,2.13,1.52,5.59,2.73
PREJUDICAR,1.68,1.22,6.04,2.95
PRESENTE,8.33,1.31,4.81,3.22
PRESSÃO,3.16,2.09,5.90,2.83
PRESTÍGIO,7.75,2.01,4.30,3.03
PRETO,5.26,2.19,3.85,2.35
PRIMAVERA,8.33,1.18,3.76,3.30
PRIMO,6.63,2.29,3.62,2.51
PRISÃO,1.68,1.39,5.79,3.00
PRIVAÇÃO,2.86,2.16,5.53,2.66
PRIVACIDADE,7.99,1.54,3.73,2.97
PROBLEMA,2.17,1.74,6.14,2.75
PROCESSO,4.31,2.27,4.97,2.54
PROEMINENTE,5.43,1.58,4.10,2.21
PROFESSOR,6.74,1.95,4.54,2.51
PROGRESSO,7.90,1.89,4.76,3.09
PROMOÇÃO,7.89,1.88,4.90,3.07
PRÓSPERO,7.78,1.92,4.44,3.11
PROSTITUTA,2.58,2.03,4.55,2.98
PROTEGIDO,7.26,2.21,3.45,2.70
PROVA,4.21,2.43,6.85,2.33
PULGA,2.68,2.01,4.30,3.11
PULVERIZADOR,4.72,1.82,3.88,2.30
PUNIÇÃO,2.89,2.17,5.44,2.88
PUS,2.74,1.85,4.77,2.73
PÚTRIDO,3.25,2.07,4.16,2.59
QUADRADO,5.18,1.95,2.95,1.97
QUADRO,5.87,1.85,3.80,2.22
QUALIDADE,8.29,1.43,4.61,3.20
QUEBRADO,2.57,1.78,5.23,2.64
QUEDA,2.60,2.00,5.84,2.59
QUEIMADURA,1.94,1.58,5.54,3.05
QUEIXO,5.79,1.56,2.97,2.02
QUERIDO,8.36,1.20,4.01,3.16
QUEROSENE,4.04,1.87,3.78,2.53
QUIETO,5.23,2.02,3.21,2.15
QUIMIOTERAPIA,1.97,1.91,5.61,3.18
RÃ,4.01,2.05,4.11,2.87
RADIADOR,4.75,1.95,3.63,2.31
RADIANTE,8.08,1.61,4.70,3.28
RÁDIO,7.84,1.70,4.12,3.13
RAINHA,6.27,1.95,3.99,2.52
RAIVA,1.97,1.72,7.13,2.49
RALÉ,2.94,1.81,3.96,2.36
RANÇOSO,2.49,1.82,5.16,2.57
RÁPIDO,6.32,2.23,5.37,2.64
RATO,3.19,2.09,5.18,2.87
RAZÃO,6.49,2.25,4.56,2.40
REALIZAÇÃO,8.51,1.07,5.23,3.47
RECEOSO,3.89,1.86,4.51,2.37
RECOMPENSA,7.59,2.16,4.96,3.05
RECREIO,7.65,1.86,4.10,2.96
REFÉM,1.84,1.55,6.55,2.61
REFRESCO,7.86,1.64,3.38,2.91
REI,5.73,2.22,3.71,2.46
REJEITADO,1.61,1.24,5.85,2.73
RELÂMPAGO,3.77,2.31,5.85,2.72
RELAXADO,6.36,3.18,3.76,3.01
RELÓGIO,5.73,2.17,4.42,2.35
REMÉDIO,3.93,2.58,4.24,2.54
RÉPTIL,4.47,2.18,4.34,2.59
REPUGNADO,2.67,1.80,4.56,2.31
REPULSIVO,3.10,2.15,5.15,2.35
RESERVADO,5.75,1.78,3.76,2.26
RESPEITO,8.43,1.06,3.90,3.12
RESPEITOSO,7.52,1.71,3.41,2.63
RESPOSTA,6.96,1.81,4.47,2.73
RESSENTIDO,2.83,1.87,4.80,2.24
RESTAURANTE,7.70,1.56,3.96,2.77
REUNIÃO,5.06,2.26,4.88,2.76
REVERENTE,5.41,1.86,3.75,2.08
REVISTA,6.90,1.80,3.51,2.54
REVOLTA,2.44,2.09,6.47,2.52
REVÓLVER,1.94,1.78,6.24,3.05
RICO,6.49,1.89,4.21,2.71
RIDÍCULO,2.61,1.90,4.87,2.70
RIFLE,2.36,2.11,5.68,2.91
RÍGIDO,4.56,1.89,4.77,2.14
RIO,6.94,2.09,3.92,2.67
RIQUEZAS,6.75,2.06,4.24,2.59
RISADA,8.59,0.92,4.63,3.54
ROCHA,5.49,1.85,3.52,2.11
RODOVIA,5.46,1.95,4.65,2.34
ROMÂNTICO,8.34,1.35,4.16,3.33
ROSTO,7.53,1.71,3.95,2.80
ROUPA,7.41,2.00,4.57,3.20
RUA,6.19,1.56,4.42,2.38
RUDE,2.96,1.82,5.20,2.34
RUIDOSO,3.97,1.92,4.80,2.37
SÁBIO,7.92,1.38,3.96,2.83
SABOROSO,8.24,1.42,4.05,3.17
SAFIRA,6.00,1.93,3.40,2.37
SALADA,6.88,2.26,3.67,2.86
SALVADOR,7.67,1.77,3.57,2.61
SALVAR,8.10,1.36,4.56,3.16
SANGRENTO,2.29,1.96,5.42,3.01
SANTO,6.65,2.01,3.44,2.59
SARAMPO,2.49,1.61,4.46,2.74
SATISFEITO,8.09,1.58,3.99,3.04
SAUDAR,8.00,1.32,3.64,2.84
SAÚDE,8.39,1.25,4.10,3.16
SECADOR,5.61,1.92,3.96,2.46
SEDA,6.38,1.94,2.79,2.34
SEGURO,7.06,2.46,3.70,2.69
SENTIMENTO,7.41,2.02,4.85,2.85
SÉRIO,5.39,2.16,4.01,2.17
SEVERO,3.29,2.19,5.12,2.54
SEXO,7.93,1.86,5.28,3.40
SEXY,7.66,1.70,5.26,2.99
SÍFILIS,1.93,1.74,5.37,3.22
SOBRECARREGADO,2.58,1.95,6.49,2.54
SOBRESSALTO,4.76,2.28,4.84,2.50
SOCIAL,6.74,2.03,4.09,2.50
SOCIEDADE,5.53,2.46,5.25,2.29
SOFRIMENTO,1.68,1.65,6.14,2.90
SOL,8.28,1.68,4.27,3.38
SOLENE,5.29,1.99,4.00,2.08
SOLIDÃO,1.58,1.28,5.37,2.82
SOLITÁRIO,2.47,2.09,5.28,2.95
SOMBRA,6.19,2.15,3.49,2.38
SOMBRINHA,5.09,2.09,3.78,2.32
SONHO,7.59,1.93,4.36,3.03
SONO,6.10,2.63,3.22,2.74
SÓRDIDO,2.90,2.10,4.55,2.57
SORRISO,8.50,1.33,4.15,3.49
SORTUDO,7.46,2.01,4.51,2.96
SOZINHO,2.47,2.04,4.96,3.03
SUAVE,7.79,1.59,3.23,2.84
SUBJUGADO,2.95,1.99,5.36,2.69
SUCESSO,8.25,1.51,5.31,3.18
SUFOCAR,2.05,1.85,6.61,2.59
SUICÍDIO,1.35,1.44,5.13,3.38
SUJEIRA,1.90,1.83,5.86,2.82
SUJO,2.43,1.99,5.49,2.75
SURPRESO,6.60,2.15,5.36,2.49
SURRA,1.94,1.95,5.55,3.12
SUSPEITO,3.14,2.08,5.64,2.49
TABACO,2.04,1.86,5.35,3.18
TALENTO,8.31,1.20,5.04,3.29
TANQUE,4.64,2.27,3.74,2.31
TAPA,2.22,1.91,6.19,2.59
TÁXI,5.10,2.08,3.71,2.39
TECIDO,5.97,1.91,3.37,1.88
TÉDIO,2.69,2.01,5.32,2.60
TELEVISÃO,6.69,2.21,4.21,2.76
TEMIDO,4.23,2.02,4.72,2.23
TEMÍVEL,2.95,2.13,5.72,2.44
TEMPERAMENTAL,4.37,1.89,4.94,2.16
TEMPESTADE,3.49,2.44,5.53,2.84
TEMPO,5.66,2.20,5.25,2.43
TÊNIS,6.49,1.86,2.83,2.13
TENSO,2.52,1.61,6.63,2.30
TEORIA,5.65,1.93,3.45,2.28
TERMÔMETRO,4.49,1.72,3.33,2.04
TERRA,7.76,1.93,4.09,2.92
TERRÍVEL,2.12,1.68,6.41,2.48
TERRORISTA,1.45,1.15,6.35,2.88
TESOURA,4.62,1.72,3.25,2.34
TESOURO,7.60,1.92,4.61,3.16
TÍMIDO,4.12,2.30,4.78,2.66
TINTA,6.18,1.68,2.78,2.36
TIO,6.90,2.21,2.82,2.37
TOBOGÃ,4.88,3.03,5.59,2.93
TOLO,2.71,1.62,4.38,2.61
TORNADO,2.41,1.73,5.89,2.80
TORNOZELO,5.49,1.75,2.84,2.35
TORRE,5.51,1.96,3.82,2.56
TORTA,7.71,1.76,3.92,2.98
TORTURA,1.32,0.90,7.35,2.37
TÓXICO,1.80,1.68,5.53,2.85
TRAGÉDIA,1.38,0.98,7.09,2.36
TRAIDOR,1.29,1.09,7.16,2.69
TRAIR,1.40,1.12,7.24,2.59
TRANQUILAMENTE,7.89,1.88,2.49,2.66
TRANQÜILO,8.07,1.75,2.22,2.26
TRATAR,6.55,2.06,3.31,2.31
TRAUMA,1.86,1.40,6.43,2.61
TRAVESSEIRO,8.19,1.56,2.58,2.80
TRAVESSURA,6.56,1.87,4.84,2.52
TREVAS,1.74,1.46,5.46,2.99
TRISTE,1.73,1.29,5.28,2.80
TRIUNFANTE,8.14,1.42,4.99,3.24
TRIUNFO,7.93,1.52,4.63,3.01
TROFÉU,8.04,1.65,4.71,3.40
TROMPETE,5.84,2.04,3.54,2.49
TRONCO,5.44,1.77,2.93,2.16
TUBARÃO,3.40,2.19,6.21,2.64
TUMOR,1.44,1.23,6.29,3.10
TÚMULO,2.06,1.84,5.39,2.87
ÚLCERA,1.54,1.04,6.00,3.06
ULTRAJE,3.71,1.78,4.22,2.39
UNIDADE,5.76,2.26,2.94,2.48
UNTENSÍLIO,6.63,1.60,3.01,2.32
URINA,5.38,2.21,3.14,2.61
ÚTIL,8.02,1.41,3.71,2.89
VACA,6.29,2.12,2.61,2.17
VAGÃO,4.97,1.72,3.81,2.55
VAGINA,6.80,2.02,4.06,3.08
VAIDADE,6.18,2.13,4.55,2.42
VAMPIRO,3.55,2.06,4.38,2.92
VÂNDALO,1.76,1.32,6.28,2.89
VANTAGEM,5.71,4.08,4.45,2.62
VARA,3.24,1.27,3.66,2.50
VARÍOLA,1.95,1.36,4.95,3.05
VEÍCULO,7.41,1.73,4.45,2.61
VELEIRO,6.57,1.99,3.39,2.81
VELOZ,6.23,2.06,5.18,2.66
VENCER,8.55,1.35,5.46,3.40
VENENO,1.54,1.01,6.77,2.59
VENTILADOR,6.73,1.98,2.76,2.32
VERDADE,8.56,1.30,3.46,3.08
VERDE,7.39,2.00,3.26,2.90
VERMELHO,5.84,2.63,4.94,2.85
VESPA,3.63,2.18,4.50,3.08
VESTIBULAR,4.93,2.94,6.65,2.44
VESTIDO,6.69,2.05,3.63,2.68
VESTUÁRIO,6.80,1.84,3.91,2.70
VIAGEM,8.55,1.22,5.26,3.39
VIBRAÇÃO,6.96,1.95,5.76,2.86
VICIADO,1.46,1.23,5.73,2.99
VÍCIO,2.16,1.72,5.82,2.93
VIDA,8.63,1.01,5.45,3.53
VIDRO,4.96,1.37,3.49,2.13
VIGIAR,4.13,2.07,4.91,2.83
VIGOROSO,6.85,1.83,4.03,2.36
VILA,4.94,2.20,3.89,2.50
VINHO,7.19,2.00,4.09,2.94
VIOLENTO,1.46,1.10,6.49,2.95
VIOLINO,6.42,2.34,3.14,2.82
VIRGEM,5.84,1.99,3.09,2.52
VIRTUDE,8.02,1.63,3.65,2.85
VISÃO,7.33,2.32,3.89,2.87
VÍTIMA,2.26,1.60,6.08,2.69
VITÓRIA,8.74,0.67,5.36,3.45
VÍVIDO,7.02,1.91,3.92,2.70
VIVO,8.34,1.50,4.70,3.21
VÔMITO,2.31,1.50,4.47,2.48
VULCÃO,3.74,2.45,5.50,2.72
